Latitude,Longitude,AWC Name,AWC_ID
16.9879,77.8696,Tekul Tanda  (Mini),1508244
16.9731,77.8528,Chinthalkunta Tanda  (Mini),1508245
17.0163,77.9299,Yerralachya Tanda  (Mini),1508246
16.9551,77.8967,Chinnaramaiah Tanda  (Mini),1508249
17.0123,77.8272,ErragovindTanda  (Mini),1508250
17.0527,77.882,BhojyaikTanda KP (Mini),1508251
16.9967,77.9443,Gubbali Tanda  (Mini),1508252
17.0141,77.9527,Haryanaik Tanda  (Mini),1508253
16.9775,77.9147,Allugadda Tanda  (Mini),1508254
17.0465,77.924,Ramsingh Tanda  (Mini),1508255
17.1635,77.8511,SulthanpoorTanda  (Mini),1508269
17.0526,77.882,BotyanaikTanda  (Mini),1508270
17.1451,77.8715,Laxmidevipally,1508272
17.1638,77.9536,Polkampally,1508273
17.138,77.9508,Narsaiahguda,1508274
17.1724,77.9036,NazeerabadpeddaTanda,1508275
17.0631,77.8682,HeerapoorTanda (Mini),1508276
17.1696,77.9092,KalapoorTanda (Mini),1508277
17.1993,77.9155,Maisammagadda Tanda (Mini),1508278
17.0774,77.8548,Kammanacharam,1508279
17.053,77.7917,Batlachandram,1508280
17.0572,77.8728,KeshilammaTanda (Mini),1508281
17.1749023,77.880557,MangalonichalkaTanda (Mini),1508282
17.114,77.9032,RathannaikTanda (Mini),1508283
17.114,77.9032,BantlakuntaTanda (Mini),1508284
17.1534351,77.7915138,Ananthareddypally (Mini),1508285
17.1447,77.7889,SammaiahgaddaTanda (Mini),1508286
17.0265,77.788,MallepallyTanda (Mini),1508287
17.115,77.7801,CherlaTanda (Mini),1508288
17.1042,77.7956,MettugaddaTanda (Mini),1508289
17.1751541,77.8807953,UshennaikTanda (Mini),1508290
17.1683695,77.8798367,Yellareddypally (Mini),1508291
17.014,77.8731,Kulkacherla - III,1508292
16.9813,77.8849,Bindemgadda Tanda (Mini),1508295
17.1637177,77.8860139,Bureddypally (Mini),1508297
17.0157,77.94,RajivnagarTanda (Mini),1508298
16.9764,77.862,YethukalvaTanda (Mini),1508299
16.996,77.8398,SubyanaikTanda (Mini),1508300
17.0633191,77.8672774,Hanmaipally (Mini),1508304
16.9952,77.8101,HeryanaikTanda (Mini),1508305
17.3642,77.4615,SANGAM KALAN I,1510001
17.3979,77.4632,SANGAM KALAN II,1510002
17.3488,77.5448,SANKIREDDY PALLY,1510003
17.3489,77.5965,S R PALLY TANDA,1510004
17.3428,77.5077,INALLI,1510005
17.349,77.5449,GINGURTHI I,1510006
17.346,77.5438,GINGURTHI II,1510007
17.3458,77.5004,MALKAPUR I,1510008
17.3458,77.5004,MALKAPUR II,1510009
17.3441,77.499,MALKAPUR III,1510010
17.2535966,77.5905633,KOTLAPUR-2,1510011
17.3431,77.5127,KOTABASPALLY I,1510012
17.3429,77.5123,KOTABASPALLY II,1510013
17.2871,77.5072,UDANDAPUR,1510014
17.2871,77.5072,G M TANDA,1510015
17.3547,77.5499,MAISAMA TANDA,1510016
17.2579,77.5597,CHENGASPUR,1510017
17.2571,77.5578,KONAPUR,1510018
17.2627,77.5372,Elmakanya,1510019
17.3104,77.4915,GUNTABAS PALLY,1510020
17.2961,77.4771,KARANKOTE I,1510021
17.3007,77.4735,KARANKOTE II,1510022
17.3016,77.4721,KARANKOTE III,1510023
17.3007,77.4735,KARANKOTE IV,1510024
17.3002,77.478,KARANKOTE V,1510025
17.2602,77.5821,GOWTHAPUR I,1510026
17.28,77.5691,GOWTHAPUR II,1510027
17.2952,77.571,CHANGOLE I,1510028
17.2953,77.571,CHANGOLE II,1510029
17.3099,77.5728,C M PATNAM,1510030
17.3211,77.573,PARVATHAPUR,1510031
17.2985,77.5153,BELKATUR I,1510032
17.284,77.5661,CHITTIGANAPUR,1510033
17.273,77.4897,CHANDRAVANCHA,1510034
17.3243,77.5452,ALLAHAPUR I,1510035
17.3023068,77.4714519,OGIPUR,1510036
17.2878,77.5502,VEERAREDDYPALLY,1510037
17.2729,77.5793,SIRGIRIPET I,1510038
17.2878,77.5502,RAMPUR,1510039
17.3084,77.5363,RAMPUR TANDA,1510040
17.312,77.5433,MITTABASPALLY,1510041
17.2579866,77.6333478,KHANJAPUR,1510042
17.2756,77.6003,ANTHARAM I,1510043
17.2756,77.6004,ANTHARAM II,1510044
17.2666375,77.5911341,DASTHAGIRIPET,1510045
17.2882,77.5903,ANTHARAM TANDA,1510046
17.2388,77.5333,NARAYANAPUR,1510047
17.227,77.545,GONUR,1510048
17.2325,77.5474,VERSATTIPALLY,1510049
17.2521,77.6567,BEGWAR,1510050
17.3369,77.6652,PEDDEMUL I,1510051
17.3419,77.6715,PEDDEMUL II,1510052
17.3457,77.6403,PEDDEMUL TANDA,1510053
17.3314,77.6527,BUDDARAM,1510054
17.3814256,77.6448425,GOPALPUR,1510055
17.3523,77.6565,THIMSANPALLY,1510056
17.3639,77.6326,RUDRAM,1510057
17.3521,77.6706,NARSAPUR,1510058
17.3844,77.6466,NAGULAPALLY I,1510059
17.3025,77.6813,MAREPALLY,1510060
17.3845,77.7361,ANNASAGER-1,1510061
17.3856,77.7425,KOTPALLY I,1510062
17.3828,77.7435,KOTPALLY II,1510063
17.3864,77.7428,BUGGAPUR,1510064
17.3748,77.6899,INDOL,1510065
17.3725,77.697,OGLAPUR,1510066
17.3275,77.6487,GAJIPUR I,1510067
17.2964,77.666,MUMBAPUR I,1510068
17.2942,77.6681,MUMBAPUR II,1510069
17.2837,77.638,KANDANELLI I,1510070
17.2837,77.638,RUKMAPUR,1510071
17.2589,77.6564,REGONDI,1510072
17.2959,77.6713,CHAITANYA NAGAR,1510073
17.2508191,77.740022,KONDAPUR,1510074
17.3109,77.6963,DUGAPUR,1510075
17.2956,77.7109,MANSANPALLY,1510076
17.2966,77.6459,MADDANATHAPUR,1510077
17.3146,77.7133,MAREPALLY TANDA,1510078
17.2837,77.638,KANDANELLY TANDA,1510079
17.336,77.6688,JANAGAM I,1510080
17.3406,77.6724,JANAGAM II,1510081
17.2889711,77.6409047,KHANNAPUR,1510082
17.2592,77.587,GOTLAPALLY,1510083
17.3434,77.6383,INDUR I,1510084
17.3493,77.5957,INDUR II,1510085
17.3406,77.6724,JAYARAM TAND -1- T,1510086
17.3214,77.6315,GIRMAPUR,1510087
17.4093,77.6856,ATHKUR I,1510088
17.3571,77.6627,ATHKUR TANDA,1510089
17.4416104,77.6443728,BANDAMIDIPALLY -1,1510090
17.4384,77.6104,THATTIPALLY I,1510091
17.4384,77.6104,THATTIPALLY II,1510092
17.3442,77.6652,SIDANAMADUGU TANDA,1510093
17.4539,77.58,OMLANAIK TANDA,1510094
17.4507503,77.5922085,JAYARAM TANDA -2 - R,1510095
17.4356,77.6111,RACHAKATA TANDA,1510096
17.4373,77.5692,PASHAPUR,1510097
17.4373,77.5692,ADIKICHILA,1510098
17.421,77.5356,BAIMEDI TANDA,1510099
17.4157,77.5502,URINTI TANDA,1510100
17.2131,77.6427,YALAL I,1510101
17.2096,77.6412,YALAL II,1510102
17.2404,77.6557,VISWANATHPUR,1510103
17.1905,77.6636,GOREPALLY,1510104
17.192,77.6809,Devenaoor I,1510105
17.2112603,77.6283746,DUBALA TANDA,1510106
17.1945,77.6867,DEVLA TANDA,1510107
17.1938,77.6341,KISTAPUR,1510108
17.1938,77.6342,HAGIPUR,1510109
17.2219,77.6555,SAMGAM KURDU I,1510110
17.2898182,77.5614045,DAVLAPUR,1510111
17.1819,77.5926,GIRIJAPUR,1510112
17.1665,77.5621,BANDAMIDIPALLY -2,1510113
17.2544,77.5818,THIMAIPALLY,1510114
17.2548,77.5821,RENDLAGADDA TANDA,1510115
17.1665,77.5621,JUNTIPALLY I,1510116
17.1665,77.5621,JUNTIPALLY II,1510117
17.2016,77.5556,PAGIDIPALLY,1510118
17.2416,77.6003,KOKAT I,1510119
17.2504,77.6299,KOKAT II,1510120
17.2709,77.6122,BASHERMIYA TANDA,1510121
17.2404,77.6557,RAGAVAPUR,1510122
17.233,77.6763,KAMALPUR,1510123
17.2649,77.6784,ADALPUR,1510124
17.2551,77.6984,BANAPUR,1510125
17.2463,77.7352,RASNAM I,1510126
17.2454,77.7361,RASNAM II,1510127
17.2793,77.7156,SANGAIPALLY TANDA,1510128
17.2263441,77.7139094,PAGIDYAL I,1510129
17.2124,77.7185,PAGIDYAL II,1510130
17.2124,77.7185,BAGAIPALLY,1510131
17.1567,77.775,MUDAIPET I,1510132
17.2037175,77.682423,MUDAIPET II,1510133
17.1421,77.7078,SAGAIGUTTA TANDA,1510134
17.2012,77.7489,ACHUTHAPUR,1510135
17.2499,77.5918,LN PUR,1510136
17.2548,77.5821,AGANUR I,1510137
17.218,77.5922,AGANUR II,1510138
17.1993,77.6128,BENUR I,1510139
17.1993,77.6127,JAKEPALLY,1510140
17.2548,77.5821,MUKUNDAPUR,1510141
17.1819,77.5926,MUKUNDAPUR TANDA,1510142
17.1388292,77.6068912,CHENARAM,1510143
17.1905,77.552,YANKEPALLY,1510144
17.1956398,77.5463576,PERKAMPALLY,1510145
17.251509,77.5929248,Perkampally Tanda,1510146
17.1744,77.5765,Akkampally 1,1510147
17.2106,77.686,NAGASAMUNDAR I,1510148
17.2536387,77.5912855,NAGASAMUNDAR II,1510149
17.2294,77.6987,ANNASAGER-2,1510150
17.2156,77.4275,BASHEERABAD I,1510151
17.2139,77.4228,BASHEERABAD II,1510152
17.2192,77.4235,BASHEERABAD III,1510153
17.2199,77.4291,BASHEERABAD IV,1510154
17.173,77.3919,MANTHANGOUD,1510155
17.1459,77.4099,MAILWAR I,1510156
17.1461,77.4091,MAILWAR II,1510157
17.1473,77.3988,KAMSANPALLY -1,1510158
17.173,77.3887,EKMAY I,1510159
17.1706,77.393,EKAMY II,1510160
17.2283,77.415,NAVANGI,1510161
17.223,77.3972,INDERCHED,1510162
17.2871,77.5072,JEEVANGI I,1510163
17.2237,77.4572,JEEVANGI II,1510164
17.2644,77.4851,JEEVANGI III,1510165
17.2344,77.4286,GANGWAR,1510166
17.252,77.4339,KADGIRA I,1510167
17.1568,77.4296,KOTLAPUR-1,1510168
17.3687951,77.4442013,VALYANAIK TANDA,1510169
17.1809,77.4323,NADANAIK TANDA,1510170
17.2077,77.5165,KASIMPUR,1510171
17.1889,77.5134,BADLAPUR TANDA,1510172
17.2093,77.499,GOTIGA KURDU,1510173
17.187,77.4962,GOTIGA KALAN,1510174
17.2055,77.4752,NAVALGA I,1510175
17.2004,77.4805,BOGYANAIK TANDA,1510176
17.133,77.4721,NEELAPALLY,1510177
17.133,77.4721,JALALPOOR,1510178
17.1598,77.4577,PARVATHPALLY,1510179
17.1554,77.4658,MARPALLY,1510180
17.1230699,77.4585446,EASMILPUR,1510181
17.213,77.4567,MASANPALLY,1510182
17.2215,77.4443,KORVICHED,1510183
17.2182,77.453,KORVICHED GANI,1510184
17.2257,77.499,KAMSANPALLY -2,1510185
17.2504,77.5635,MANTHATI I,1510186
17.2271,77.5122,REDDYGANAPUR I,1510187
17.1835,77.436,DAMARCHED I,1510188
17.1885,77.4328,JAMLANAIK TANDA,1510189
17.2535,77.5900328,ALLAHPUR,1510190
17.1948,77.4618,BABUNAIK TANDA,1510191
17.2097,77.445,PARSANAIK TANDA,1510192
17.2016,77.5556,KOPANKOT TANDA,1510193
17.2109,77.5176,MALKANGIRI,1510194
17.353,77.5513,GINGURTHY TANDA,1510195
17.2985,77.5153,BELKATUR II,1510196
17.2729,77.5793,SIRIGIPET II,1510197
17.3236,77.6475,GAJIPUR II,1510198
17.4384,77.6104,THATTIPALLY TANDA,1510199
17.277,77.635,KANDANELLI II,1510200
17.3437,77.6119,HANMAPUR,1510201
17.1343,77.4172,MAILWAR TANDA,1510202
17.2168,77.4258,BASHEERABAD V,1510203
17.333,77.6554,Bandapally,1510204
17.1904,77.465,HANKYANAIK TANDA,1510205
17.2491,77.5802,MANIK NAGAR,1510206
17.248,77.5795,OPP HARIJAN WADA,1510207
17.2499,77.5792,HARIJAN WADA,1510208
17.2534,77.5765,SETARAMPET,1510209
17.2649,77.5875,BEGGER COLONY,1510210
17.2706,77.603,NTR NAGAR,1510211
17.2688,77.5982,INDERA NAGAR,1510212
17.256,77.5954,SWEEPER COLONY,1510213
17.2711,77.5768,Malreddypally I,1510214
17.2657,77.5886,Malreddypally II,1510215
17.2683,77.5862,Malreddypally III,1510216
17.2683,77.5981,Gundupeerlu I,1510217
17.2688,77.5982,Gundupeerlu II,1510218
17.2614,77.5897,Hamalibasthi I,1510219
17.2642,77.59,Hamalibasthi II,1510220
17.2631,77.5912,Hamalibasthi III,1510221
17.2632,77.5832,Gareebnagar I,1510222
17.2522,77.5841,Gareebnagar II,1510223
17.2592,77.5859,Saipur I,1510224
17.2592,77.5983,Saipur II,1510225
17.2547,77.5842,Saipur III,1510226
17.2525,77.5859,Kummargally I,1510227
17.2518,77.5905,Kummargally II,1510228
17.247,77.5803,Momingally I,1510229
17.248,77.5795,Momingally II,1510230
17.2493,77.5786,Momingally III,1510231
17.2471,77.5801,Gadi I,1510232
17.2353,77.5814,Gadi  II,1510233
17.2533,77.5765,Gandhinagar,1510234
17.2547,77.5876,Shamshirgunj,1510235
17.2565,77.5824,Veddergally I,1510236
17.2565,77.5824,Veddergally II,1510237
17.2571,77.5858,Dobigally I,1510238
17.2493,77.5786,Dobigally II (Old TDR),1510239
17.247,77.5803,Kasabgally,1510240
17.2553,77.5844,Putangalli,1510241
17.256,77.5789,Gumasthanagar,1510242
17.2649,77.6101,Rajivgruphakalpa,1510243
17.3243,77.5452,ALLAPUR II,1510244
17.3441,77.499,MALKAPUR IV,1510245
17.3494,77.5448,GINGURTHI III,1510246
17.3001,77.4781,KARANKOTE VI,1510247
17.2972,77.6471,Kandnelly III,1510248
17.3828,77.7435,Kotapally III,1510249
17.333,77.6554,Peddemul III,1510250
17.3406,77.6724,JANAGAM-III,1510251
17.3843,77.6466,NAGULAPALLY II,1510252
17.3946,77.7548,Lingampalli,1510253
17.214,77.644,Yalal III,1510254
17.2196,77.6446,Govindraopet,1510255
17.2104,77.608,BENUR II,1510256
17.2162,77.6267,SANGAM KURDU II,1510257
17.1728488,77.5764494,Akkampally 2,1510258
17.1917,77.6813,Devenaoor II,1510259
17.1665,77.5621,JUNTUPALLY III,1510260
17.1836,77.4358,DAMARCHED II,1510261
17.2541167,77.5911814,EKMAY III,1510262
17.2056,77.4754,NAVALGA II,1510263
17.2292,77.4976,MANTHATI II,1510264
17.2527,77.4364,KADGIRA II,1510265
17.2271,77.5121,REDDYGANAPUR II,1510266
17.1929,77.5095,Badlapur,1510267
17.3019,77.5345,Rampur Tanda (Mini),1510268
17.2781,77.6473,Malreddypalli (Mini),1510269
17.2878,77.5502,Gopanpalli (Mini),1510270
17.2803,77.6945,Nelligadda Tanda (Mini),1510271
17.3146,77.7133,Erragadda Tanda (Mini),1510272
17.1939,77.5191,Kasimpur Tanda (Mini),1510273
17.2529,77.7284,Ganga Sagar (Mini),1510274
17.2101772,77.7106896,Tuperlagadda Tanda (Mini),1510275
17.3372239,77.5939992,Ushanaik Tanda (Mini),1510276
17.3417,77.5904,Dharunivagu Tanda (Mini),1510277
17.3489,77.5965,Ontimamidi Tanda (Mini),1510278
17.4369,77.5692,Ramsingh Tanda (Mini),1510279
17.2104,77.608,Ambeerpet (Mini),1510280
17.2588,77.615,Bamlanaik Tanda (Mini),1510281
17.1267,77.4693,Neelapalli Tanda (Mini),1510282
17.2097,77.4449,Thouriyanaik Tanda (Mini),1510283
17.1974,77.4082,Manthangoud (Mini),1510284
17.2878,77.5502,Gowthapur Polish Unit (Mini),1510285
17.2181,77.4529,Korviched (Mini),1510286
17.2632,77.6176,Indiramma Colony (Mini),1510287
17.353,77.9045,Alampally -I,1511001
17.3496,77.9058,Alampally -II,1511002
17.3394,77.9043,Gangaram -I,1511003
17.3314,77.9069,Gangaram -II,1511004
17.3384,77.8872,Ramaiahguda,1511005
17.3422,77.8857,Ananthagiripally -I,1511006
17.3424,77.8837,Ananthagiripally -II,1511007
17.3112,77.9462,Kotherpally,1511008
17.3328,77.929,Shivareddypet,1511009
17.3298,77.9192,Ennepally -I,1511010
17.33,77.9195,Ennepally -II,1511011
17.3711,77.9042,Kothagadi -I,1511012
17.3714,77.9056,Kothagadi -II,1511013
17.3159,77.8729,Kompally,1511014
17.3080327,77.9633358,Athwelly,1511015
17.3898,77.8644,Madanapally I,1511016
17.3183,77.8685,Peelaram,1511017
17.3715,77.9046,Girigetpally,1511018
17.3828,77.9178,Narayanpur,1511019
17.3823,77.8115,M D Pally -I,1511020
17.3812,77.8142,M D Pally -I I,1511021
17.3895,77.9418,Pendlimadgu,1511022
17.3549,78.0042,Sidduloor-I,1511023
17.3549,78.0042,Sidduloor-II,1511024
17.3672,77.9427,Kotalaguda,1511025
17.3545,77.97,Peerampally,1511026
17.3673,77.9423,Kamareddyguda,1511027
17.3545,77.97,Pulusumamidi,1511028
17.332,77.9545,Buranpally,1511029
17.3658,77.9522,Pathoor,1511030
17.3616,77.9429,Dhannaram,1511031
17.3375075,77.8983539,Pulmaddi -I,1511032
17.3375075,77.8983539,Pulmaddi -II,1511033
17.3561,77.883,Erravally,1511034
17.2957,77.8844,Burgupally,1511035
17.3127,77.9151,Gudupally,1511036
17.2751,77.8959,M C Pally -I,1511037
17.2747,77.8985,M C Pally -II,1511038
17.2546,77.8653,Gottimukula,1511039
17.2457,77.8497,Dycharam,1511040
17.3129,77.9173,Venkatapur tanda,1511041
17.3112,77.914,Maddulgadda tanda,1511042
17.3431,77.8772,Laxminagar tanda,1511043
17.3221,77.9503,Buranpally tanda,1511044
17.4257,77.9614,Nawabpet,1511045
17.4277,77.9609,Yetraspally,1511046
17.3943,77.9567,Chittigadda -I,1511047
17.4255,77.9613,Chittagadda-II,1511048
17.3887,77.9925,Gollaguda,1511049
17.4515,78.0035,Madireddypally -I,1511050
17.4515,78.0034,Madreddypally-II,1511051
17.4093,78.0347,Gangada-I,1511052
17.4093,78.0348,Gangada-II,1511053
17.4385,78.037,Yellakonda -I,1511054
17.4384,78.037,Yellakonda -II,1511055
17.4266096,78.0206174,Lingampally,1511056
17.3577366,77.9083537,Dathapur,1511057
17.4157,77.989,Pulmamidi -I,1511058
17.4112,77.9924,Pulmamid -II,1511059
17.4225,78.0595,Gubbadipathapoor,1511060
17.4677,78.0374,Maithabkhanguda,1511061
17.3577366,77.9083537,Vattimeenapally,1511062
17.4329,78.0608,Mubarakpur,1511063
17.4443,77.9186,Madharam,1511064
17.3892,77.961,Chinchalpet -I,1511065
17.3923,77.9636,Chinchalpet -II,1511066
17.3345995,77.9035155,Aknapur,1511067
17.4003,77.9868,Athapur,1511068
17.4034,77.9194,Ekmamidi -I,1511069
17.4037,77.9115,Ekmamidi -II,1511070
17.3988,77.899,Mamdhanpally,1511071
17.4199,77.9327,Nagireddypally,1511072
17.404,77.9188,Thimmareddypally,1511073
17.4075,77.9483,Keshavapally,1511074
17.4105,77.932,Keshavapally tanda,1511075
17.4282,77.9051,Kummariguda,1511076
17.3994,78.0188,Poolapally,1511077
17.3854,77.9252,Mulamada,1511078
17.3434715,77.9052027,Gatewanampally,1511079
17.4283,77.9049,Arkathala,1511080
17.47,77.8854,Meenapally kalan,1511081
17.3350932,77.9051612,Kedicherla,1511082
17.6266203,78.0721465,Yavapur,1511083
17.3993,78.0191,Naraguda,1511084
17.3107,77.7809,Dharoor -I,1511085
17.3083,77.7792,Dharoor -II,1511086
17.2892,77.7568,Dharoor station,1511087
17.3051,77.7725,L N Tanda,1511088
17.3072,77.7657,D K Tanda,1511089
17.2816,77.7639,Dornal,1511090
17.2796,77.7525,Dornal tanda,1511091
17.2467,77.7568,Ampally,1511092
17.253,77.7582,Gurudotla,1511093
17.2467,77.7568,Sherigadda tanda,1511094
17.3107,77.7808,Kumaripally,1511095
17.2682,77.775,Nagaram,1511096
17.2628,77.7782,Nagaram tanda,1511097
17.2677,77.7953,Mylaram,1511098
17.2834,77.8043,Rajapur,1511099
17.3107,77.7808,Mominkalan,1511100
17.3435,77.7841,Kukinda,1511101
17.3477,77.8203,Kondapur kalan,1511102
17.3133,77.7804,Gaddamidi Gangaram,1511103
17.3133,77.7803,Narsapur,1511104
17.3303,77.7592,Rudraram,1511105
17.3212,77.7461,Gattepally,1511106
17.3153,77.7482,Gattepally tanda,1511107
17.3107,77.7808,Rampur tanda,1511108
17.3519,77.7223,Nagasamunder -I,1511109
17.3498,77.7241,Nagasamunder -II,1511110
17.3408,77.7122,Allapur,1511111
17.3134,77.7797,Kerelly -I,1511112
17.3107,77.8309,Kerelly -II,1511113
17.3011,77.8334,Kondapur kurdu,1511114
17.3068,77.8479,Bacharam,1511115
17.3107,77.7808,Allipur,1511116
17.3011,77.7959,Haridaspally,1511117
17.2909,77.7876,Chintakunta,1511118
17.3122,77.8159,Ebbanoor,1511119
17.2976,77.8672,Godumguda,1511120
17.2873,77.8542,Jaidupally,1511121
17.2718,77.8476,Sarpanpally,1511122
17.2489,77.8458,Nagasunpally,1511123
17.3351519,77.9025548,Antharam,1511124
17.2703,77.8181,Tarigopula,1511125
17.3632,77.8258,R C Pally,1511126
17.3105,77.7808,Munnurusomaram,1511127
17.3477,77.8203,Kycharam,1511128
17.3132,77.7796,Ouspally,1511129
17.2957,77.8454,Mominkurdu,1511130
17.34944,77.8143914,Dharmapur,1511131
17.279,77.7895,Mailaram kotha tanda,1511132
17.2479,77.7525,P C M Tanda,1511133
17.3336,77.7743,Thimmanagar,1511134
17.2677,77.7955,Mailram mundati tanda,1511135
17.2669,77.9622,Pudur -I,1511136
17.2702,77.9599,Pudur -II,1511137
17.2673,77.9573,Pudur -III,1511138
17.2488,77.9615,Chinnabandal tanda,1511139
17.2323,78.0103,Medikonda,1511140
17.2728,77.9863,Cheelapur,1511141
17.2396,77.9557,Rakemcherla,1511142
17.2377,77.9421,Thirmalapur Thanda,1511143
17.2259,77.9331,Somanagurthi -I,1511144
17.2258,77.9334,Somanagurthi -II,1511145
17.2252,77.9497,Devinoniguda,1511146
17.2234,77.9499,Keravelly,1511147
17.207,77.9636,Serigaipally,1511148
17.2219,77.983,Peddamunthal -I,1511149
17.3929483,78.4253732,Peddamunthal -II,1511150
17.2221,77.983,Peddamunthal -III,1511151
17.1981,78.0048,Kankal -I,1511152
17.2114,78.0163,Kankal -II,1511153
17.1878,78.024,Pudugurthy,1511154
17.1789,77.9963,Manchanpally -I,1511155
17.1793,77.9699,Manchanpally -II,1511156
17.2817,78.0248,Gattupally,1511157
17.1606,78.0006,Nizampetmedipally,1511158
17.1754,78.019,Chinthala pally,1511159
17.1419,77.9973,Thurkenikpally,1511160
17.2574,78.0258,Changomul -I,1511161
17.2591,78.0261,Changomul -II,1511162
17.2879,78.0295,A C Pally -I,1511163
17.2879,78.0295,A C Pally -II,1511164
17.2642,78.0178,Ragadimamidipaly,1511165
17.2755,78.0274,Pothireddyguda,1511166
17.2564,78.0265,Mittakankal,1511167
17.2323,78.0103,Qutubullapur,1511168
17.2642,78.0178,Kadmoor,1511169
17.2472,78.0097,Medipally kalan,1511170
17.2926,78.0233,Kandlapally -I,1511171
17.2926,78.0232,Kandlapally -II,1511172
17.2841,78.0163,Bakapur,1511173
17.2574,78.0258,Thimmapur,1511174
17.2982,77.9822,Manneguda,1511175
17.2963,77.9734,Gagnuaplly,1511176
17.2963,77.9734,Gangupally tanda,1511177
17.3112,77.974,Enkepally,1511178
17.3059,77.9684,Chanchuypally,1511179
17.2642,78.0178,Kothapally,1511180
17.2999,77.9975,Mirjapur,1511181
17.327,77.929,Shiva Reddypet II,1511182
17.3314,77.9069,Gangaram III,1511183
17.3417,77.8885,Rajeev Nagar Colony,1511184
17.3384,77.8872,Ambethekar Nagar Colony,1511185
17.3395,77.8971,Indira Nagar,1511186
17.3395,77.9077,Subash Nagar,1511187
17.3385,77.9004,Shivaram Nagar Colony,1511188
17.3385,77.8876,Riksha colony,1511189
17.3531,77.9044,Venkteshwara Colony,1511190
17.3356,77.8991,Gareeb Nagar Colony,1511191
17.353,77.9045,Alampally III,1511192
17.3712,77.9041,Kothagadi III,1511193
17.4454196,77.7042498,Jambapurthanda,1511194
17.3090232,78.1430813,Rajiv Gruhakalpa,1511195
17.3898,77.8644,Madanapally II,1511196
17.2546,77.8654,gottimukalla II,1511197
17.3616,77.9429,Dhannaram III,1511198
17.3545,77.9986,Kotalaguda II,1511199
17.3547,77.97,Pulsumamidi II,1511200
17.3081,77.775,Dharur III,1511201
17.2957,77.8454,Mominkalan II,1511202
17.3498,77.7242,Nagasamundar III,1511203
17.271,77.8179,Tarigoupula II,1511204
17.3105,77.7808,Munurusomaram II,1511205
17.3107,77.7808,Alipur,1511206
17.411,77.9924,Pulmamidi III,1511207
17.4102,77.9292,Ekamamidi III,1511208
17.3355925,77.902885,Gatevanampally II,1511209
17.4563,77.8933,Menapally Kalan,1511210
17.2017,78.0072,Kankal,1511211
17.2472,78.0097,Medipally Kalan-II,1511212
17.2573,78.0263,Chengomulu,1511213
17.2211,78.0334,Kadmur,1511214
17.3267,77.8646,Kottamguttatanda (Mini),1511215
17.2750527,78.1341725,Chechupally (Mini),1511216
17.2508,77.9089,Tekulabeeduthanda (Mini),1511217
17.3439,77.9248,Sreeramnagar Tanda (Mini),1511218
17.2957,77.8843,Burugupally tanda (Mini),1511219
17.3134,78.0286,Lalsingtanda (Mini),1511220
17.3134,77.7796,Kerelly (Mini),1511221
17.3107,77.7808,Kukinda (Mini),1511222
17.2467,77.7568,Gurudotlaurentanda (Mini),1511223
17.2616083,77.7797157,Bojanayaktanda (Mini),1511224
17.2467,77.7568,Jeedigadathanda (Mini),1511225
17.2854,77.9585,Maisamagadda (Mini),1511226
17.3189725,78.1209861,Matuguda (Mini),1511227
17.2931,77.9948,Dandugadtanda (Mini),1511228
17.2564,78.0265,Barlapally (Mini),1511229
17.3577366,77.9083537,Ramanguda (Mini),1511230
17.2768,77.8368,Inapur (Mini),1511231
17.3557,77.9028,Chencupally (Mini),1511232
17.1938,77.9312,Mariyapur (Mini),1511233
